CODMUNRES,ano_nasc,Qtd_mais_de_3parto,Qtd_Total,Ratio
110025,2014,0.0,289,0.0
110025,2015,0.0,262,0.0
110025,2016,0.0,276,0.0
110025,2017,0.0,289,0.0
110025,2018,0.0,294,0.0
110025,2019,0.0,304,0.0
110026,2012,0.0,41,0.0
110026,2013,0.0,38,0.0
110026,2014,0.0,36,0.0
110026,2015,0.0,36,0.0
110026,2016,0.0,35,0.0
110026,2017,0.0,49,0.0
110026,2018,0.0,46,0.0
110026,2019,0.0,50,0.0
110028,2012,0.0,927,0.0
110028,2013,0.0,878,0.0
110028,2014,0.0,947,0.0
110028,2015,0.0,936,0.0
110028,2016,0.0,855,0.0
110028,2017,0.0,963,0.0
110028,2018,0.0,900,0.0
110028,2019,0.0,927,0.0
110029,2012,0.0,118,0.0
110029,2013,0.0,98,0.0
110029,2014,0.0,103,0.0
110029,2015,0.0,109,0.0
110029,2016,0.0,114,0.0
110029,2017,0.0,112,0.0
110029,2018,0.0,103,0.0
110029,2019,0.0,99,0.0
110030,2012,0.0,1267,0.0
110030,2013,0.0,1388,0.0
110030,2014,0.0,1418,0.0
110030,2015,0.0,1535,0.0
110030,2016,0.0,1427,0.0
110030,2017,0.0,1465,0.0
110030,2018,0.0,1557,0.0
110030,2019,0.0,1590,0.0
110032,2012,0.0,313,0.0
110032,2013,0.0,355,0.0
110032,2014,0.0,364,0.0
110032,2015,0.0,310,0.0
110032,2016,0.0,337,0.0
110032,2017,0.0,372,0.0
110032,2018,0.0,391,0.0
110032,2019,0.0,353,0.0
110033,2012,0.0,383,0.0
110033,2013,0.0,416,0.0
110033,2014,0.0,425,0.0
110033,2015,0.0,404,0.0
110033,2016,0.0,411,0.0
110033,2017,0.0,487,0.0
110033,2018,0.0,482,0.0
110033,2019,0.0,432,0.0
110034,2012,0.0,189,0.0
110034,2013,0.0,220,0.0
110034,2014,0.0,184,0.0
110034,2015,0.0,200,0.0
110034,2016,0.0,166,0.0
110034,2017,0.0,178,0.0
110034,2018,0.0,162,0.0
110034,2019,0.0,205,0.0
110037,2012,0.0,189,0.0
110037,2013,0.0,163,0.0
110037,2014,0.0,172,0.0
110037,2015,0.0,149,0.0
110037,2016,0.0,168,0.0
110037,2017,0.0,172,0.0
110037,2018,0.0,160,0.0
110037,2019,0.0,154,0.0
110040,2012,0.0,194,0.0
110040,2013,0.0,211,0.0
110040,2014,0.0,254,0.0
110040,2015,0.0,247,0.0
110040,2016,0.0,220,0.0
110040,2017,0.0,242,0.0
110040,2018,0.0,219,0.0
110040,2019,0.0,226,0.0
110045,2012,1.0,555,0.0018018018018018018
110045,2013,0.0,598,0.0
110045,2014,0.0,620,0.0
110045,2015,0.0,608,0.0
110045,2016,0.0,624,0.0
110045,2017,0.0,632,0.0
110045,2018,0.0,617,0.0
110045,2019,0.0,583,0.0
110050,2012,0.0,125,0.0
110050,2013,0.0,122,0.0
110050,2014,0.0,93,0.0
110050,2015,0.0,109,0.0
110050,2016,0.0,95,0.0
110050,2017,0.0,91,0.0
110050,2018,0.0,111,0.0
110050,2019,0.0,98,0.0
110060,2012,0.0,61,0.0
110060,2013,0.0,63,0.0
110060,2014,0.0,58,0.0
110060,2015,0.0,72,0.0
110060,2016,0.0,67,0.0
110060,2017,0.0,71,0.0
110060,2018,0.0,80,0.0
110060,2019,0.0,75,0.0
110070,2012,0.0,164,0.0
110070,2013,0.0,183,0.0
110070,2014,0.0,181,0.0
110070,2015,0.0,156,0.0
110070,2016,0.0,162,0.0
110070,2017,0.0,174,0.0
110070,2018,0.0,195,0.0
110070,2019,0.0,166,0.0
110080,2012,0.0,430,0.0
110080,2013,1.0,404,0.0024752475247524753
110080,2014,0.0,296,0.0
110080,2015,0.0,323,0.0
110080,2016,0.0,372,0.0
110080,2017,0.0,397,0.0
110080,2018,0.0,421,0.0
110080,2019,0.0,337,0.0
110090,2012,0.0,53,0.0
110090,2013,0.0,36,0.0
110090,2014,0.0,46,0.0
110090,2015,0.0,52,0.0
110090,2016,0.0,55,0.0
110090,2017,0.0,39,0.0
110090,2018,0.0,56,0.0
110090,2019,0.0,32,0.0
110092,2012,0.0,118,0.0
110092,2013,0.0,158,0.0
110092,2014,0.0,158,0.0
110092,2015,0.0,154,0.0
110092,2016,0.0,153,0.0
110092,2017,0.0,169,0.0
110092,2018,0.0,181,0.0
110092,2019,0.0,162,0.0
110094,2012,0.0,161,0.0
110094,2013,0.0,203,0.0
110094,2014,0.0,240,0.0
110094,2015,0.0,274,0.0
110094,2016,0.0,241,0.0
110094,2017,0.0,209,0.0
110094,2018,0.0,229,0.0
110094,2019,0.0,205,0.0
110100,2012,0.0,133,0.0
110100,2013,0.0,116,0.0
110100,2014,0.0,124,0.0
110100,2015,0.0,132,0.0
110100,2016,0.0,112,0.0
110100,2017,0.0,109,0.0
110100,2018,0.0,133,0.0
110100,2019,0.0,112,0.0
110110,2012,0.0,114,0.0
110110,2013,0.0,123,0.0
110110,2014,0.0,97,0.0
110110,2015,0.0,112,0.0
110110,2016,0.0,129,0.0
110110,2017,0.0,95,0.0
110110,2018,0.0,92,0.0
110110,2019,0.0,109,0.0
110120,2012,0.0,100,0.0
110120,2013,0.0,104,0.0
110120,2014,0.0,107,0.0
110120,2015,0.0,93,0.0
110120,2016,0.0,93,0.0
110120,2017,0.0,100,0.0
110120,2018,0.0,92,0.0
110120,2019,0.0,84,0.0
110130,2012,0.0,148,0.0
110130,2013,0.0,122,0.0
110130,2014,0.0,137,0.0
110130,2015,0.0,179,0.0
110130,2016,0.0,148,0.0
110130,2017,0.0,156,0.0
110130,2018,0.0,160,0.0
110130,2019,0.0,164,0.0
110140,2012,0.0,170,0.0
110140,2013,0.0,223,0.0
110140,2014,0.0,204,0.0
110140,2015,0.0,240,0.0
110140,2016,0.0,173,0.0
110140,2017,0.0,200,0.0
110140,2018,0.0,220,0.0
110140,2019,0.0,199,0.0
110143,2012,0.0,99,0.0
110143,2013,0.0,82,0.0
110143,2014,0.0,110,0.0
110143,2015,0.0,73,0.0
110143,2016,0.0,90,0.0
110143,2017,0.0,94,0.0
110143,2018,0.0,87,0.0
110143,2019,0.0,104,0.0
110145,2012,0.0,63,0.0
110145,2013,0.0,55,0.0
110145,2014,0.0,49,0.0
110145,2015,0.0,54,0.0
110145,2016,0.0,50,0.0
110145,2017,0.0,51,0.0
110145,2018,0.0,53,0.0
110145,2019,0.0,44,0.0
110146,2012,0.0,51,0.0
110146,2013,0.0,42,0.0
110146,2014,0.0,37,0.0
110146,2015,0.0,52,0.0
110146,2016,0.0,34,0.0
110146,2017,0.0,52,0.0
110146,2018,0.0,52,0.0
110146,2019,0.0,40,0.0
110147,2012,0.0,43,0.0
110147,2013,0.0,39,0.0
110147,2014,0.0,47,0.0
110147,2015,0.0,40,0.0
110147,2016,0.0,56,0.0
110147,2017,0.0,63,0.0
110147,2018,0.0,38,0.0
110147,2019,0.0,43,0.0
110148,2012,0.0,64,0.0
110148,2013,0.0,61,0.0
110148,2014,0.0,59,0.0
110148,2015,0.0,73,0.0
110148,2016,0.0,54,0.0
110148,2017,0.0,75,0.0
110148,2018,0.0,54,0.0
110148,2019,0.0,54,0.0
110149,2012,0.0,246,0.0
110149,2013,0.0,266,0.0
110149,2014,0.0,308,0.0
110149,2015,0.0,319,0.0
110149,2016,0.0,305,0.0
110149,2017,0.0,333,0.0
110149,2018,0.0,327,0.0
110149,2019,0.0,303,0.0
110150,2012,0.0,190,0.0
110150,2013,0.0,184,0.0
110150,2014,0.0,170,0.0
110150,2015,0.0,188,0.0
110150,2016,0.0,171,0.0
110150,2017,0.0,188,0.0
110150,2018,0.0,154,0.0
110150,2019,0.0,168,0.0
110155,2012,0.0,57,0.0
110155,2013,0.0,80,0.0
110155,2014,0.0,69,0.0
110155,2015,0.0,71,0.0
110155,2016,0.0,59,0.0
110155,2017,0.0,58,0.0
110155,2018,0.0,60,0.0
110155,2019,0.0,64,0.0
110160,2012,0.0,133,0.0
110160,2013,0.0,106,0.0
110160,2014,0.0,125,0.0
110160,2015,0.0,107,0.0
110160,2016,0.0,131,0.0
110160,2017,0.0,146,0.0
110160,2018,0.0,131,0.0
110160,2019,0.0,97,0.0
110170,2012,0.0,146,0.0
110170,2013,0.0,150,0.0
110170,2014,0.0,122,0.0
110170,2015,0.0,138,0.0
110170,2016,0.0,151,0.0
110170,2017,0.0,150,0.0
110170,2018,0.0,139,0.0
110170,2019,0.0,170,0.0
110175,2012,0.0,86,0.0
110175,2013,0.0,89,0.0
110175,2014,0.0,128,0.0
110175,2015,0.0,106,0.0
110175,2016,0.0,110,0.0
110175,2017,0.0,86,0.0
110175,2018,0.0,91,0.0
110175,2019,0.0,93,0.0
110180,2012,0.0,83,0.0
110180,2013,0.0,107,0.0
110180,2014,0.0,90,0.0
110180,2015,0.0,63,0.0
110180,2016,0.0,98,0.0
110180,2017,0.0,79,0.0
110180,2018,0.0,95,0.0
110180,2019,0.0,80,0.0
120000,2012,0.0,1,0.0
120001,2012,0.0,253,0.0
120001,2013,0.0,258,0.0
120001,2014,0.0,269,0.0
120001,2015,0.0,217,0.0
120001,2016,0.0,222,0.0
120001,2017,0.0,256,0.0
120001,2018,0.0,216,0.0
120001,2019,0.0,257,0.0
120005,2012,0.0,219,0.0
120005,2013,0.0,213,0.0
120005,2014,0.0,196,0.0
120005,2015,0.0,238,0.0
120005,2016,0.0,190,0.0
120005,2017,1.0,247,0.004048582995951417
120005,2018,0.0,264,0.0
120005,2019,0.0,266,0.0
120010,2012,0.0,505,0.0
120010,2013,0.0,530,0.0
120010,2014,0.0,547,0.0
120010,2015,0.0,530,0.0
120010,2016,0.0,489,0.0
120010,2017,0.0,570,0.0
120010,2018,0.0,540,0.0
120010,2019,0.0,540,0.0
120013,2012,0.0,198,0.0
120013,2013,0.0,202,0.0
120013,2014,0.0,242,0.0
120013,2015,0.0,248,0.0
120013,2016,0.0,248,0.0
120013,2017,0.0,307,0.0
120013,2018,0.0,306,0.0
120013,2019,0.0,329,0.0
120017,2012,0.0,201,0.0
120017,2013,0.0,193,0.0
120017,2014,1.0,234,0.004273504273504274
120017,2015,0.0,219,0.0
120017,2016,0.0,194,0.0
120017,2017,0.0,243,0.0
120017,2018,0.0,222,0.0
120017,2019,0.0,217,0.0
120020,2012,0.0,1741,0.0
120020,2013,0.0,1783,0.0
120020,2014,0.0,1818,0.0
120020,2015,1.0,1839,0.000543773790103317
120020,2016,1.0,1632,0.0006127450980392157
120020,2017,0.0,1683,0.0
120020,2018,0.0,1755,0.0
120020,2019,1.0,1809,0.000552791597567717
120025,2012,0.0,282,0.0
120025,2013,0.0,275,0.0
120025,2014,1.0,262,0.003816793893129771
120025,2015,1.0,279,0.0035842293906810036
120025,2016,0.0,270,0.0
120025,2017,0.0,290,0.0
120025,2018,0.0,273,0.0
120025,2019,0.0,314,0.0
120030,2012,0.0,902,0.0
120030,2013,0.0,790,0.0
120030,2014,0.0,829,0.0
120030,2015,0.0,771,0.0
120030,2016,1.0,833,0.0012004801920768306
120030,2017,0.0,825,0.0
120030,2018,1.0,833,0.0012004801920768306
120030,2019,1.0,871,0.001148105625717566
120032,2012,0.0,267,0.0
120032,2013,0.0,271,0.0
120032,2014,1.0,282,0.0035460992907801418
120032,2015,0.0,273,0.0
120032,2016,0.0,263,0.0
120032,2017,0.0,265,0.0
120032,2018,0.0,273,0.0
120032,2019,0.0,217,0.0
120033,2012,0.0,386,0.0
120033,2013,0.0,399,0.0
120033,2014,0.0,413,0.0
120033,2015,0.0,395,0.0
120033,2016,0.0,325,0.0
120033,2017,0.0,358,0.0
120033,2018,0.0,367,0.0
120033,2019,0.0,345,0.0
120034,2012,0.0,256,0.0
120034,2013,0.0,229,0.0
120034,2014,0.0,241,0.0
120034,2015,0.0,266,0.0
120034,2016,0.0,235,0.0
120034,2017,1.0,259,0.003861003861003861
120034,2018,0.0,251,0.0
120034,2019,0.0,230,0.0
120035,2012,0.0,472,0.0
120035,2013,0.0,482,0.0
120035,2014,0.0,456,0.0
120035,2015,0.0,444,0.0
120035,2016,0.0,351,0.0
120035,2017,0.0,387,0.0
120035,2018,1.0,406,0.0024630541871921183
120035,2019,1.0,448,0.002232142857142857
120038,2012,0.0,353,0.0
120038,2013,0.0,334,0.0
120038,2014,0.0,322,0.0
120038,2015,0.0,350,0.0
120038,2016,0.0,339,0.0
120038,2017,0.0,305,0.0
120038,2018,0.0,309,0.0
120038,2019,0.0,318,0.0
120039,2012,0.0,338,0.0
120039,2013,0.0,287,0.0
120039,2014,0.0,250,0.0
120039,2015,0.0,262,0.0
120039,2016,0.0,230,0.0
120039,2017,0.0,282,0.0
120039,2018,0.0,253,0.0
120039,2019,0.0,270,0.0
120040,2012,0.0,6530,0.0
120040,2013,1.0,7116,0.0001405283867341203
120040,2014,0.0,7009,0.0
120040,2015,2.0,6965,0.0002871500358937545
120040,2016,0.0,6612,0.0
120040,2017,0.0,6460,0.0
120040,2018,1.0,6495,0.00015396458814472672
120040,2019,0.0,6322,0.0
120042,2012,0.0,390,0.0
120042,2013,1.0,363,0.0027548209366391185
120042,2014,0.0,394,0.0
120042,2015,1.0,396,0.0025252525252525255
120042,2016,0.0,304,0.0
120042,2017,1.0,366,0.00273224043715847
120042,2018,0.0,394,0.0
120042,2019,0.0,334,0.0
120043,2012,0.0,257,0.0
120043,2013,0.0,222,0.0
120043,2014,0.0,181,0.0
120043,2015,0.0,148,0.0
120043,2016,0.0,94,0.0
120043,2017,0.0,198,0.0
120043,2018,0.0,206,0.0
120043,2019,0.0,182,0.0
120045,2012,1.0,396,0.0025252525252525255
120045,2013,0.0,425,0.0
120045,2014,0.0,453,0.0
120045,2015,0.0,443,0.0
120045,2016,0.0,410,0.0
120045,2017,0.0,395,0.0
120045,2018,0.0,476,0.0
120045,2019,0.0,417,0.0
120050,2012,0.0,929,0.0
120050,2013,0.0,904,0.0
120050,2014,0.0,827,0.0
120050,2015,0.0,847,0.0
120050,2016,0.0,761,0.0
120050,2017,0.0,780,0.0
120050,2018,0.0,788,0.0
120050,2019,0.0,768,0.0
120060,2012,1.0,1158,0.0008635578583765112
120060,2013,0.0,1137,0.0
120060,2014,1.0,1230,0.0008130081300813008
120060,2015,0.0,1164,0.0
120060,2016,2.0,1078,0.0018552875695732839
120060,2017,0.0,1132,0.0
120060,2018,1.0,1193,0.0008382229673093043
120060,2019,0.0,1143,0.0
120070,2012,0.0,311,0.0
120070,2013,0.0,294,0.0
120070,2014,0.0,306,0.0
120070,2015,0.0,322,0.0
120070,2016,1.0,329,0.00303951367781155
120070,2017,0.0,305,0.0
120070,2018,0.0,325,0.0
120070,2019,0.0,297,0.0
120080,2012,0.0,346,0.0
120080,2013,0.0,362,0.0
120080,2014,0.0,368,0.0
120080,2015,0.0,358,0.0
120080,2016,0.0,356,0.0
120080,2017,0.0,430,0.0
120080,2018,1.0,392,0.002551020408163265
120080,2019,0.0,379,0.0
130000,2012,0.0,8,0.0
130000,2013,0.0,18,0.0
130000,2014,0.0,23,0.0
130000,2015,0.0,18,0.0
130000,2016,0.0,25,0.0
130000,2017,0.0,17,0.0
130000,2018,0.0,25,0.0
130000,2019,2.0,12,0.16666666666666666
130002,2012,0.0,320,0.0
130002,2013,0.0,346,0.0
130002,2014,0.0,308,0.0
130002,2015,0.0,342,0.0
130002,2016,0.0,325,0.0
130002,2017,0.0,401,0.0
130002,2018,0.0,346,0.0
130002,2019,0.0,418,0.0
130006,2012,0.0,242,0.0
130006,2013,0.0,261,0.0
130006,2014,0.0,264,0.0
130006,2015,0.0,214,0.0
130006,2016,1.0,280,0.0035714285714285713
130006,2017,0.0,267,0.0
130006,2018,0.0,247,0.0
130006,2019,1.0,265,0.0037735849056603774
130008,2012,0.0,199,0.0
130008,2013,0.0,201,0.0
130008,2014,0.0,212,0.0
130008,2015,0.0,163,0.0
130008,2016,0.0,182,0.0
130008,2017,0.0,196,0.0
130008,2018,0.0,214,0.0
130008,2019,0.0,190,0.0
130010,2012,0.0,247,0.0
130010,2013,0.0,285,0.0
130010,2014,0.0,267,0.0
130010,2015,0.0,255,0.0
130010,2016,0.0,266,0.0
130010,2017,0.0,257,0.0
130010,2018,0.0,247,0.0
130010,2019,0.0,233,0.0
130014,2012,0.0,195,0.0
130014,2013,0.0,223,0.0
130014,2014,0.0,223,0.0
130014,2015,0.0,204,0.0
130014,2016,0.0,211,0.0
130014,2017,0.0,233,0.0
130014,2018,0.0,242,0.0
130014,2019,0.0,239,0.0
130020,2012,0.0,357,0.0
130020,2013,0.0,353,0.0
130020,2014,0.0,435,0.0
130020,2015,0.0,438,0.0
130020,2016,0.0,380,0.0
130020,2017,0.0,382,0.0
130020,2018,1.0,357,0.0028011204481792717
130020,2019,0.0,313,0.0
130030,2012,0.0,877,0.0
130030,2013,0.0,875,0.0
130030,2014,0.0,944,0.0
130030,2015,0.0,829,0.0
130030,2016,0.0,890,0.0
130030,2017,0.0,897,0.0
130030,2018,1.0,948,0.0010548523206751054
130030,2019,0.0,871,0.0
130040,2012,2.0,469,0.0042643923240938165
130040,2013,1.0,480,0.0020833333333333333
130040,2014,0.0,418,0.0
130040,2015,0.0,504,0.0
130040,2016,0.0,490,0.0
130040,2017,0.0,524,0.0
130040,2018,0.0,567,0.0
130040,2019,0.0,553,0.0
130050,2012,1.0,706,0.00141643059490085
130050,2013,0.0,769,0.0
130050,2014,1.0,756,0.0013227513227513227
130050,2015,0.0,815,0.0
130050,2016,0.0,808,0.0
130050,2017,0.0,870,0.0
130050,2018,0.0,851,0.0
130050,2019,0.0,857,0.0
130060,2012,2.0,1053,0.001899335232668566
130060,2013,0.0,1035,0.0
130060,2014,1.0,1076,0.0009293680297397769
130060,2015,0.0,968,0.0
130060,2016,1.0,1019,0.0009813542688910696
130060,2017,0.0,1039,0.0
130060,2018,0.0,985,0.0
130060,2019,0.0,1029,0.0
130063,2012,0.0,427,0.0
130063,2013,0.0,428,0.0
130063,2014,0.0,487,0.0
130063,2015,0.0,488,0.0
130063,2016,0.0,510,0.0
130063,2017,0.0,597,0.0
130063,2018,0.0,500,0.0
130063,2019,1.0,525,0.0019047619047619048
130068,2012,0.0,260,0.0
130068,2013,0.0,321,0.0
130068,2014,0.0,328,0.0
130068,2015,0.0,369,0.0
130068,2016,0.0,312,0.0
130068,2017,0.0,318,0.0
130068,2018,0.0,318,0.0
130068,2019,0.0,330,0.0
130070,2012,0.0,741,0.0
130070,2013,1.0,763,0.001310615989515072
130070,2014,0.0,733,0.0
130070,2015,0.0,695,0.0
130070,2016,0.0,653,0.0
130070,2017,0.0,770,0.0
130070,2018,0.0,739,0.0
130070,2019,0.0,725,0.0
130080,2012,0.0,690,0.0
130080,2013,0.0,705,0.0
130080,2014,0.0,709,0.0
130080,2015,0.0,724,0.0
130080,2016,0.0,662,0.0
130080,2017,0.0,797,0.0
130080,2018,0.0,789,0.0
130080,2019,0.0,763,0.0
130083,2012,0.0,138,0.0
130083,2013,0.0,203,0.0
130083,2014,1.0,204,0.004901960784313725
130083,2015,0.0,173,0.0
130083,2016,0.0,183,0.0
130083,2017,0.0,216,0.0
130083,2018,0.0,188,0.0
130083,2019,0.0,169,0.0
130090,2012,0.0,213,0.0
130090,2013,0.0,196,0.0
130090,2014,0.0,231,0.0
130090,2015,0.0,219,0.0
130090,2016,0.0,217,0.0
130090,2017,0.0,191,0.0
130090,2018,0.0,222,0.0
130090,2019,0.0,192,0.0
130100,2012,0.0,656,0.0
130100,2013,0.0,632,0.0
130100,2014,0.0,658,0.0
130100,2015,0.0,628,0.0
130100,2016,0.0,625,0.0
130100,2017,0.0,626,0.0
130100,2018,0.0,635,0.0
130100,2019,0.0,635,0.0
130110,2012,0.0,414,0.0
130110,2013,0.0,441,0.0
130110,2014,0.0,473,0.0
130110,2015,0.0,419,0.0
130110,2016,0.0,481,0.0
130110,2017,0.0,512,0.0
130110,2018,1.0,550,0.0018181818181818182
130110,2019,0.0,564,0.0
130115,2012,0.0,171,0.0
130115,2013,0.0,168,0.0
130115,2014,0.0,207,0.0
130115,2015,0.0,214,0.0
130115,2016,0.0,199,0.0
130115,2017,0.0,237,0.0
130115,2018,0.0,275,0.0
130115,2019,0.0,198,0.0
130120,2012,0.0,1668,0.0
130120,2013,1.0,1750,0.0005714285714285715
130120,2014,0.0,1704,0.0
130120,2015,0.0,1744,0.0
130120,2016,0.0,1646,0.0
130120,2017,0.0,1656,0.0
130120,2018,0.0,1747,0.0
130120,2019,0.0,1698,0.0
130130,2012,0.0,432,0.0
130130,2013,0.0,424,0.0
130130,2014,0.0,426,0.0
130130,2015,0.0,434,0.0
130130,2016,0.0,404,0.0
130130,2017,0.0,437,0.0
130130,2018,0.0,428,0.0
130130,2019,1.0,468,0.002136752136752137
130140,2012,0.0,831,0.0
130140,2013,0.0,852,0.0
130140,2014,0.0,850,0.0
130140,2015,0.0,823,0.0
130140,2016,0.0,787,0.0
130140,2017,0.0,854,0.0
130140,2018,0.0,829,0.0
130140,2019,0.0,791,0.0
130150,2012,0.0,314,0.0
130150,2013,0.0,365,0.0
130150,2014,0.0,386,0.0
130150,2015,0.0,411,0.0
130150,2016,0.0,369,0.0
130150,2017,0.0,424,0.0
130150,2018,0.0,369,0.0
130150,2019,0.0,391,0.0
130160,2012,1.0,520,0.0019230769230769232
130160,2013,0.0,556,0.0
130160,2014,0.0,606,0.0
130160,2015,1.0,669,0.0014947683109118087
130160,2016,0.0,573,0.0
130160,2017,0.0,630,0.0
130160,2018,2.0,621,0.00322061191626409
130160,2019,0.0,579,0.0
130165,2012,1.0,360,0.002777777777777778
130165,2013,0.0,329,0.0
130165,2014,0.0,356,0.0
130165,2015,0.0,334,0.0
130165,2016,0.0,284,0.0
130165,2017,0.0,326,0.0
130165,2018,0.0,293,0.0
130165,2019,0.0,285,0.0
130170,2012,1.0,846,0.001182033096926714
130170,2013,0.0,902,0.0
130170,2014,0.0,969,0.0
130170,2015,0.0,941,0.0
130170,2016,0.0,977,0.0
130170,2017,0.0,1001,0.0
130170,2018,0.0,1006,0.0
130170,2019,0.0,978,0.0
130180,2012,0.0,439,0.0
130180,2013,0.0,406,0.0
130180,2014,0.0,406,0.0
130180,2015,0.0,440,0.0
130180,2016,1.0,389,0.002570694087403599
130180,2017,1.0,409,0.0024449877750611247
130180,2018,1.0,413,0.002421307506053269
130180,2019,0.0,376,0.0
130185,2012,0.0,898,0.0
130185,2013,0.0,849,0.0
130185,2014,0.0,873,0.0
130185,2015,0.0,867,0.0
130185,2016,0.0,928,0.0
130185,2017,0.0,941,0.0
130185,2018,0.0,944,0.0
130185,2019,1.0,1021,0.0009794319294809011
130190,2012,0.0,2019,0.0
130190,2013,0.0,2083,0.0
130190,2014,0.0,2067,0.0
130190,2015,0.0,2078,0.0
130190,2016,0.0,2028,0.0
130190,2017,0.0,1984,0.0
130190,2018,0.0,2067,0.0
130190,2019,0.0,2033,0.0
130195,2012,0.0,196,0.0
