CODMUNRES,Ano,Qtd_Obitos_Declarados_Investigados,Qtd_Total,Ratio
210350,2014,0.0,7,0.0
210350,2015,0.0,11,0.0
210350,2016,0.0,13,0.0
210350,2017,0.0,5,0.0
210350,2018,0.0,6,0.0
210350,2019,0.0,7,0.0
210355,2012,0.0,1,0.0
210355,2013,0.0,2,0.0
210355,2014,0.0,1,0.0
210355,2015,0.0,4,0.0
210355,2016,0.0,2,0.0
210355,2017,0.0,3,0.0
210355,2018,0.0,3,0.0
210355,2019,0.0,4,0.0
210360,2012,0.0,14,0.0
210360,2013,0.0,17,0.0
210360,2014,0.0,10,0.0
210360,2015,0.0,15,0.0
210360,2016,0.0,18,0.0
210360,2017,0.0,14,0.0
210360,2018,0.0,6,0.0
210360,2019,0.0,6,0.0
210370,2012,0.0,7,0.0
210370,2013,0.0,8,0.0
210370,2014,0.0,7,0.0
210370,2015,0.0,7,0.0
210370,2016,0.0,3,0.0
210370,2017,0.0,9,0.0
210370,2018,0.0,14,0.0
210370,2019,0.0,4,0.0
210375,2012,0.0,1,0.0
210375,2013,0.0,1,0.0
210375,2014,0.0,5,0.0
210375,2015,0.0,7,0.0
210375,2016,0.0,4,0.0
210375,2017,0.0,2,0.0
210375,2018,0.0,2,0.0
210375,2019,0.0,2,0.0
210380,2012,0.0,3,0.0
210380,2013,0.0,4,0.0
210380,2014,0.0,5,0.0
210380,2015,0.0,2,0.0
210380,2016,0.0,1,0.0
210380,2017,0.0,5,0.0
210380,2018,0.0,4,0.0
210380,2019,0.0,2,0.0
210390,2012,0.0,2,0.0
210390,2013,0.0,2,0.0
210390,2014,0.0,2,0.0
210390,2015,0.0,3,0.0
210390,2016,0.0,1,0.0
210390,2018,0.0,2,0.0
210390,2019,0.0,1,0.0
210400,2012,0.0,5,0.0
210400,2013,0.0,4,0.0
210400,2014,0.0,2,0.0
210400,2015,0.0,4,0.0
210400,2016,0.0,1,0.0
210400,2017,0.0,6,0.0
210400,2018,0.0,1,0.0
210400,2019,0.0,1,0.0
210405,2012,0.0,13,0.0
210405,2013,0.0,9,0.0
210405,2014,0.0,6,0.0
210405,2015,0.0,15,0.0
210405,2016,0.0,7,0.0
210405,2017,0.0,12,0.0
210405,2018,0.0,12,0.0
210405,2019,0.0,7,0.0
210407,2012,0.0,1,0.0
210407,2013,0.0,3,0.0
210407,2014,0.0,3,0.0
210407,2015,0.0,2,0.0
210407,2016,0.0,1,0.0
210407,2017,0.0,1,0.0
210407,2018,0.0,1,0.0
210407,2019,0.0,1,0.0
210408,2012,0.0,4,0.0
210408,2013,0.0,3,0.0
210408,2014,0.0,6,0.0
210408,2015,0.0,7,0.0
210408,2016,0.0,6,0.0
210408,2017,0.0,2,0.0
210408,2018,0.0,4,0.0
210408,2019,0.0,5,0.0
210409,2012,0.0,1,0.0
210409,2013,0.0,5,0.0
210409,2014,0.0,5,0.0
210409,2015,0.0,3,0.0
210409,2016,0.0,1,0.0
210409,2017,0.0,2,0.0
210409,2018,0.0,2,0.0
210409,2019,0.0,3,0.0
210410,2012,0.0,1,0.0
210410,2013,0.0,2,0.0
210410,2014,0.0,5,0.0
210410,2015,0.0,1,0.0
210410,2017,0.0,4,0.0
210410,2018,0.0,4,0.0
210410,2019,0.0,3,0.0
210420,2012,0.0,1,0.0
210420,2013,0.0,2,0.0
210420,2014,0.0,9,0.0
210420,2015,0.0,4,0.0
210420,2017,0.0,3,0.0
210420,2018,0.0,2,0.0
210420,2019,0.0,2,0.0
210430,2012,0.0,4,0.0
210430,2013,0.0,1,0.0
210430,2016,0.0,3,0.0
210430,2017,0.0,2,0.0
210430,2018,0.0,1,0.0
210440,2012,0.0,4,0.0
210440,2013,0.0,2,0.0
210440,2014,0.0,1,0.0
210440,2015,0.0,1,0.0
210440,2016,0.0,2,0.0
210440,2017,0.0,7,0.0
210440,2018,0.0,2,0.0
210440,2019,0.0,6,0.0
210450,2012,0.0,2,0.0
210450,2013,0.0,5,0.0
210450,2014,0.0,3,0.0
210450,2015,0.0,1,0.0
210450,2016,0.0,3,0.0
210450,2017,0.0,2,0.0
210450,2018,0.0,1,0.0
210455,2012,0.0,11,0.0
210455,2013,0.0,3,0.0
210455,2014,0.0,2,0.0
210455,2015,0.0,1,0.0
210455,2016,0.0,3,0.0
210455,2017,0.0,1,0.0
210455,2018,0.0,2,0.0
210455,2019,0.0,4,0.0
210460,2012,0.0,2,0.0
210460,2013,0.0,4,0.0
210460,2014,0.0,2,0.0
210460,2015,0.0,4,0.0
210460,2016,0.0,2,0.0
210460,2017,0.0,2,0.0
210460,2018,0.0,6,0.0
210460,2019,0.0,2,0.0
210462,2012,0.0,1,0.0
210462,2013,0.0,3,0.0
210462,2014,0.0,1,0.0
210462,2016,0.0,1,0.0
210462,2017,0.0,4,0.0
210462,2019,0.0,1,0.0
210465,2012,0.0,2,0.0
210465,2013,0.0,5,0.0
210465,2015,0.0,2,0.0
210465,2016,0.0,1,0.0
210465,2017,0.0,4,0.0
210465,2018,0.0,4,0.0
210465,2019,0.0,1,0.0
210467,2012,0.0,4,0.0
210467,2013,0.0,9,0.0
210467,2014,0.0,3,0.0
210467,2015,0.0,9,0.0
210467,2016,0.0,2,0.0
210467,2017,0.0,9,0.0
210467,2018,0.0,8,0.0
210467,2019,0.0,2,0.0
210470,2014,0.0,1,0.0
210470,2015,0.0,1,0.0
210470,2016,0.0,1,0.0
210470,2017,0.0,3,0.0
210470,2019,0.0,1,0.0
210480,2012,0.0,24,0.0
210480,2013,0.0,20,0.0
210480,2014,0.0,28,0.0
210480,2015,0.0,18,0.0
210480,2016,0.0,32,0.0
210480,2017,0.0,32,0.0
210480,2018,0.0,34,0.0
210480,2019,0.0,29,0.0
210490,2012,0.0,4,0.0
210490,2013,0.0,2,0.0
210490,2014,0.0,2,0.0
210490,2015,0.0,1,0.0
210490,2016,0.0,4,0.0
210490,2017,0.0,6,0.0
210490,2018,0.0,2,0.0
210490,2019,0.0,5,0.0
210500,2012,0.0,4,0.0
210500,2013,0.0,8,0.0
210500,2014,0.0,6,0.0
210500,2015,0.0,6,0.0
210500,2016,0.0,9,0.0
210500,2017,0.0,6,0.0
210500,2018,0.0,1,0.0
210500,2019,0.0,4,0.0
210510,2012,0.0,2,0.0
210510,2013,0.0,5,0.0
210510,2014,0.0,8,0.0
210510,2015,0.0,3,0.0
210510,2016,0.0,5,0.0
210510,2017,0.0,8,0.0
210510,2018,0.0,1,0.0
210510,2019,0.0,6,0.0
210515,2012,0.0,2,0.0
210515,2013,0.0,7,0.0
210515,2014,0.0,4,0.0
210515,2015,0.0,4,0.0
210515,2016,0.0,1,0.0
210515,2017,0.0,3,0.0
210515,2018,0.0,1,0.0
210515,2019,0.0,5,0.0
210520,2012,0.0,1,0.0
210520,2013,0.0,2,0.0
210520,2014,0.0,4,0.0
210520,2015,0.0,2,0.0
210520,2016,0.0,1,0.0
210520,2017,0.0,5,0.0
210520,2018,0.0,2,0.0
210520,2019,0.0,2,0.0
210530,2012,0.0,50,0.0
210530,2013,0.0,63,0.0
210530,2014,0.0,56,0.0
210530,2015,0.0,49,0.0
210530,2016,0.0,55,0.0
210530,2017,0.0,63,0.0
210530,2018,0.0,49,0.0
210530,2019,0.0,53,0.0
210535,2012,0.0,2,0.0
210535,2013,0.0,5,0.0
210535,2014,0.0,2,0.0
210535,2015,0.0,4,0.0
210535,2016,0.0,3,0.0
210535,2017,0.0,2,0.0
210535,2018,0.0,5,0.0
210535,2019,0.0,9,0.0
210540,2012,0.0,15,0.0
210540,2013,0.0,23,0.0
210540,2014,0.0,14,0.0
210540,2015,0.0,13,0.0
210540,2016,1.0,12,0.08333333333333333
210540,2017,0.0,14,0.0
210540,2018,0.0,13,0.0
210540,2019,0.0,20,0.0
210542,2012,0.0,3,0.0
210542,2013,0.0,3,0.0
210542,2014,0.0,3,0.0
210542,2015,0.0,6,0.0
210542,2016,0.0,3,0.0
210542,2017,0.0,5,0.0
210542,2018,0.0,4,0.0
210542,2019,0.0,4,0.0
210545,2013,0.0,3,0.0
210545,2014,0.0,2,0.0
210545,2015,0.0,2,0.0
210545,2017,0.0,2,0.0
210545,2019,0.0,1,0.0
210547,2012,0.0,7,0.0
210547,2013,0.0,5,0.0
210547,2014,0.0,9,0.0
210547,2015,0.0,6,0.0
210547,2016,0.0,6,0.0
210547,2017,0.0,10,0.0
210547,2018,0.0,6,0.0
210547,2019,0.0,6,0.0
210550,2012,0.0,4,0.0
210550,2013,0.0,3,0.0
210550,2014,0.0,7,0.0
210550,2015,0.0,4,0.0
210550,2016,0.0,7,0.0
210550,2017,0.0,2,0.0
210550,2018,0.0,4,0.0
210550,2019,0.0,8,0.0
210560,2012,0.0,4,0.0
210560,2013,0.0,4,0.0
210560,2014,0.0,1,0.0
210560,2015,0.0,3,0.0
210560,2016,0.0,3,0.0
210560,2017,0.0,2,0.0
210560,2018,0.0,3,0.0
210560,2019,0.0,4,0.0
210565,2012,0.0,1,0.0
210565,2013,0.0,1,0.0
210565,2014,0.0,1,0.0
210565,2015,0.0,3,0.0
210565,2017,0.0,1,0.0
210565,2018,0.0,1,0.0
210565,2019,0.0,1,0.0
210570,2012,0.0,15,0.0
210570,2013,0.0,14,0.0
210570,2014,0.0,13,0.0
210570,2015,0.0,7,0.0
210570,2016,0.0,11,0.0
210570,2017,0.0,7,0.0
210570,2018,0.0,12,0.0
210570,2019,0.0,8,0.0
210580,2012,0.0,1,0.0
210580,2014,0.0,1,0.0
210580,2015,0.0,2,0.0
210580,2016,0.0,2,0.0
210580,2017,0.0,1,0.0
210580,2019,0.0,1,0.0
210590,2012,0.0,2,0.0
210590,2013,0.0,5,0.0
210590,2015,0.0,1,0.0
210590,2016,0.0,2,0.0
210590,2017,0.0,4,0.0
210590,2019,0.0,3,0.0
210592,2012,0.0,2,0.0
210592,2014,0.0,2,0.0
210592,2015,0.0,5,0.0
210592,2016,0.0,1,0.0
210592,2018,0.0,1,0.0
210592,2019,0.0,3,0.0
210594,2012,0.0,1,0.0
210594,2014,0.0,1,0.0
210594,2016,0.0,1,0.0
210594,2017,0.0,3,0.0
210594,2018,0.0,1,0.0
210594,2019,0.0,3,0.0
210596,2012,0.0,3,0.0
210596,2013,0.0,5,0.0
210596,2014,0.0,1,0.0
210596,2015,0.0,1,0.0
210596,2016,0.0,4,0.0
210596,2017,0.0,4,0.0
210596,2018,0.0,1,0.0
210596,2019,0.0,4,0.0
210598,2012,0.0,1,0.0
210598,2013,0.0,1,0.0
210598,2014,0.0,2,0.0
210598,2016,0.0,3,0.0
210598,2017,0.0,2,0.0
210598,2018,0.0,1,0.0
210598,2019,0.0,3,0.0
210600,2012,0.0,1,0.0
210600,2013,0.0,1,0.0
210600,2015,0.0,2,0.0
210600,2016,0.0,2,0.0
210600,2017,0.0,1,0.0
210600,2018,0.0,4,0.0
210600,2019,0.0,1,0.0
210610,2012,0.0,2,0.0
210610,2014,0.0,1,0.0
210610,2015,0.0,3,0.0
210610,2016,0.0,3,0.0
210610,2017,0.0,4,0.0
210610,2018,0.0,2,0.0
210610,2019,0.0,1,0.0
210620,2012,0.0,3,0.0
210620,2013,0.0,1,0.0
210620,2015,0.0,2,0.0
210620,2017,0.0,1,0.0
210620,2018,0.0,3,0.0
210620,2019,0.0,1,0.0
210630,2012,0.0,3,0.0
210630,2013,0.0,5,0.0
210630,2014,0.0,4,0.0
210630,2015,0.0,2,0.0
210630,2016,0.0,1,0.0
210630,2017,0.0,4,0.0
210630,2018,0.0,6,0.0
210630,2019,0.0,2,0.0
210632,2012,0.0,10,0.0
210632,2013,0.0,6,0.0
210632,2014,0.0,4,0.0
210632,2015,0.0,3,0.0
210632,2016,0.0,9,0.0
210632,2017,0.0,7,0.0
210632,2018,0.0,1,0.0
210632,2019,0.0,10,0.0
210635,2012,0.0,5,0.0
210635,2013,0.0,1,0.0
210635,2014,0.0,6,0.0
210635,2016,0.0,1,0.0
210635,2018,0.0,2,0.0
210637,2012,0.0,2,0.0
210637,2013,0.0,5,0.0
210637,2014,0.0,2,0.0
210637,2015,0.0,4,0.0
210637,2016,0.0,4,0.0
210637,2017,0.0,2,0.0
210637,2018,0.0,3,0.0
210637,2019,0.0,1,0.0
210640,2012,0.0,2,0.0
210640,2013,0.0,8,0.0
210640,2014,0.0,1,0.0
210640,2015,0.0,5,0.0
210640,2016,0.0,7,0.0
210640,2017,0.0,5,0.0
210640,2018,0.0,3,0.0
210640,2019,0.0,3,0.0
210650,2012,0.0,3,0.0
210650,2013,0.0,8,0.0
210650,2014,0.0,6,0.0
210650,2015,0.0,3,0.0
210650,2016,0.0,2,0.0
210650,2017,0.0,4,0.0
210650,2018,1.0,12,0.08333333333333333
210650,2019,0.0,1,0.0
210660,2012,0.0,11,0.0
210660,2013,0.0,9,0.0
210660,2014,0.0,8,0.0
210660,2015,0.0,9,0.0
210660,2016,0.0,8,0.0
210660,2017,0.0,9,0.0
210660,2018,0.0,8,0.0
210660,2019,0.0,13,0.0
210663,2012,0.0,1,0.0
210663,2013,0.0,1,0.0
210663,2016,0.0,2,0.0
210663,2017,0.0,2,0.0
210663,2018,0.0,1,0.0
210663,2019,0.0,1,0.0
210667,2013,0.0,1,0.0
210667,2017,0.0,1,0.0
210670,2012,0.0,10,0.0
210670,2013,0.0,2,0.0
210670,2014,0.0,3,0.0
210670,2015,0.0,6,0.0
210670,2016,0.0,3,0.0
210670,2017,0.0,3,0.0
210670,2018,0.0,4,0.0
210670,2019,0.0,9,0.0
210675,2012,0.0,7,0.0
210675,2013,0.0,2,0.0
210675,2014,0.0,3,0.0
210675,2015,0.0,6,0.0
210675,2016,0.0,3,0.0
210675,2017,0.0,2,0.0
210675,2018,0.0,5,0.0
210680,2012,0.0,1,0.0
210680,2013,0.0,3,0.0
210680,2014,0.0,3,0.0
210680,2015,0.0,1,0.0
210680,2016,0.0,2,0.0
210680,2017,0.0,3,0.0
210680,2018,0.0,3,0.0
210680,2019,0.0,5,0.0
210690,2012,0.0,10,0.0
210690,2013,0.0,6,0.0
210690,2014,0.0,11,0.0
210690,2015,0.0,8,0.0
210690,2016,0.0,12,0.0
210690,2017,0.0,8,0.0
210690,2018,1.0,4,0.25
210690,2019,1.0,7,0.14285714285714285
210700,2012,0.0,1,0.0
210700,2013,0.0,2,0.0
210700,2014,0.0,1,0.0
210700,2015,0.0,2,0.0
210700,2016,0.0,3,0.0
210700,2017,0.0,2,0.0
210700,2018,0.0,1,0.0
210700,2019,0.0,1,0.0
210710,2012,0.0,2,0.0
210710,2013,0.0,4,0.0
210710,2014,0.0,3,0.0
210710,2015,0.0,3,0.0
210710,2016,0.0,2,0.0
210710,2017,0.0,7,0.0
210710,2018,0.0,5,0.0
210710,2019,0.0,6,0.0
210720,2012,0.0,5,0.0
210720,2013,0.0,2,0.0
210720,2014,0.0,3,0.0
210720,2016,0.0,2,0.0
210720,2017,0.0,5,0.0
210720,2018,0.0,2,0.0
210720,2019,0.0,5,0.0
210725,2015,0.0,1,0.0
210725,2016,0.0,2,0.0
210725,2017,0.0,1,0.0
210725,2018,0.0,1,0.0
210725,2019,0.0,1,0.0
210730,2012,0.0,2,0.0
210730,2013,0.0,2,0.0
210730,2015,0.0,2,0.0
210730,2016,0.0,1,0.0
210730,2018,0.0,1,0.0
210730,2019,0.0,1,0.0
210735,2012,0.0,1,0.0
210735,2013,0.0,4,0.0
210735,2014,0.0,1,0.0
210735,2015,0.0,4,0.0
210735,2016,0.0,2,0.0
210735,2017,0.0,2,0.0
210735,2018,0.0,2,0.0
210735,2019,0.0,3,0.0
210740,2012,0.0,5,0.0
210740,2013,0.0,1,0.0
210740,2015,0.0,1,0.0
210740,2016,0.0,3,0.0
210740,2017,0.0,5,0.0
210740,2018,0.0,2,0.0
210740,2019,0.0,1,0.0
210745,2012,0.0,1,0.0
210745,2013,0.0,2,0.0
210745,2014,0.0,2,0.0
210745,2015,0.0,2,0.0
210745,2016,0.0,1,0.0
210745,2017,0.0,4,0.0
210745,2018,0.0,2,0.0
210745,2019,0.0,2,0.0
210750,2012,0.0,26,0.0
210750,2013,0.0,20,0.0
210750,2014,0.0,28,0.0
210750,2015,0.0,22,0.0
210750,2016,0.0,33,0.0
210750,2017,0.0,30,0.0
210750,2018,0.0,23,0.0
210750,2019,0.0,25,0.0
210760,2013,0.0,2,0.0
210760,2014,0.0,5,0.0
210760,2015,0.0,6,0.0
210760,2016,0.0,5,0.0
210760,2017,0.0,7,0.0
210760,2018,0.0,4,0.0
210760,2019,0.0,3,0.0
210770,2012,0.0,2,0.0
210770,2013,0.0,7,0.0
210770,2014,0.0,5,0.0
210770,2015,0.0,3,0.0
210770,2016,0.0,5,0.0
210770,2017,0.0,5,0.0
210770,2018,0.0,1,0.0
210770,2019,0.0,3,0.0
210780,2012,0.0,7,0.0
210780,2013,0.0,8,0.0
210780,2014,0.0,11,0.0
210780,2015,0.0,9,0.0
210780,2016,0.0,9,0.0
210780,2017,0.0,13,0.0
210780,2018,0.0,7,0.0
210780,2019,0.0,3,0.0
210790,2012,0.0,3,0.0
210790,2013,0.0,7,0.0
210790,2014,0.0,6,0.0
210790,2015,0.0,3,0.0
210790,2016,0.0,4,0.0
210790,2017,0.0,4,0.0
210790,2018,0.0,1,0.0
210790,2019,0.0,6,0.0
210800,2012,0.0,1,0.0
210800,2013,0.0,2,0.0
210800,2014,0.0,3,0.0
210800,2015,0.0,2,0.0
210800,2016,0.0,7,0.0
210800,2017,0.0,7,0.0
210800,2018,0.0,2,0.0
210800,2019,0.0,4,0.0
210805,2012,0.0,4,0.0
210805,2013,0.0,2,0.0
210805,2014,0.0,5,0.0
210805,2015,0.0,2,0.0
210805,2016,0.0,2,0.0
210805,2017,0.0,3,0.0
210805,2018,0.0,3,0.0
210805,2019,0.0,5,0.0
210810,2012,0.0,5,0.0
210810,2013,0.0,5,0.0
210810,2014,0.0,5,0.0
210810,2015,0.0,10,0.0
210810,2016,0.0,4,0.0
210810,2017,0.0,3,0.0
210810,2018,0.0,2,0.0
210810,2019,0.0,4,0.0
210820,2012,0.0,6,0.0
210820,2013,0.0,14,0.0
210820,2014,0.0,11,0.0
210820,2015,0.0,11,0.0
210820,2016,0.0,8,0.0
210820,2017,0.0,10,0.0
210820,2018,0.0,6,0.0
210820,2019,0.0,4,0.0
210825,2012,0.0,2,0.0
210825,2013,0.0,6,0.0
210825,2014,0.0,8,0.0
210825,2015,0.0,5,0.0
210825,2016,0.0,3,0.0
210825,2017,0.0,8,0.0
210825,2018,0.0,8,0.0
210825,2019,0.0,6,0.0
210830,2012,0.0,11,0.0
210830,2013,0.0,6,0.0
210830,2014,0.0,12,0.0
210830,2015,0.0,15,0.0
210830,2016,0.0,7,0.0
210830,2017,0.0,12,0.0
210830,2018,0.0,9,0.0
210830,2019,0.0,7,0.0
210840,2012,0.0,3,0.0
210840,2013,0.0,2,0.0
210840,2014,0.0,1,0.0
210840,2015,0.0,2,0.0
210840,2016,0.0,2,0.0
210840,2017,0.0,2,0.0
210840,2018,0.0,1,0.0
210840,2019,0.0,4,0.0
210845,2012,0.0,5,0.0
210845,2013,0.0,7,0.0
210845,2014,0.0,7,0.0
210845,2015,0.0,3,0.0
210845,2016,0.0,4,0.0
210845,2017,0.0,4,0.0
210845,2018,0.0,3,0.0
210845,2019,0.0,11,0.0
210850,2012,0.0,8,0.0
210850,2013,0.0,6,0.0
210850,2014,0.0,9,0.0
210850,2015,0.0,4,0.0
210850,2016,0.0,7,0.0
210850,2017,0.0,7,0.0
210850,2018,0.0,3,0.0
210850,2019,0.0,4,0.0
210860,2012,0.0,29,0.0
210860,2013,1.0,17,0.058823529411764705
210860,2014,0.0,21,0.0
210860,2015,0.0,20,0.0
210860,2016,0.0,16,0.0
210860,2017,0.0,28,0.0
210860,2018,0.0,27,0.0
210860,2019,0.0,27,0.0
210870,2012,0.0,4,0.0
210870,2013,0.0,1,0.0
210870,2014,0.0,5,0.0
210870,2015,0.0,8,0.0
210870,2016,0.0,4,0.0
210870,2017,0.0,6,0.0
210870,2018,0.0,2,0.0
210870,2019,0.0,2,0.0
210880,2012,0.0,4,0.0
210880,2013,0.0,6,0.0
210880,2014,0.0,6,0.0
210880,2015,0.0,8,0.0
210880,2016,0.0,4,0.0
210880,2017,0.0,4,0.0
210880,2018,0.0,5,0.0
210880,2019,0.0,5,0.0
210890,2012,0.0,1,0.0
210890,2013,0.0,4,0.0
210890,2014,0.0,1,0.0
210890,2015,0.0,3,0.0
210890,2016,0.0,4,0.0
210890,2017,0.0,3,0.0
210890,2018,0.0,2,0.0
210890,2019,0.0,1,0.0
210900,2012,0.0,5,0.0
210900,2013,0.0,4,0.0
210900,2014,0.0,6,0.0
210900,2015,0.0,6,0.0
210900,2016,0.0,9,0.0
210900,2017,0.0,7,0.0
210900,2018,0.0,6,0.0
210900,2019,0.0,8,0.0
210905,2013,0.0,1,0.0
210905,2014,0.0,1,0.0
210905,2015,0.0,1,0.0
210905,2017,0.0,1,0.0
210905,2018,0.0,1,0.0
210910,2012,0.0,8,0.0
210910,2013,0.0,7,0.0
210910,2014,0.0,7,0.0
210910,2015,0.0,9,0.0
210910,2016,0.0,7,0.0
210910,2017,0.0,5,0.0
210910,2018,0.0,10,0.0
210910,2019,1.0,8,0.125
210920,2012,0.0,1,0.0
210920,2013,0.0,1,0.0
210920,2014,0.0,5,0.0
210920,2015,0.0,3,0.0
210920,2016,0.0,1,0.0
210920,2017,0.0,2,0.0
210920,2019,0.0,2,0.0
210923,2013,0.0,1,0.0
210923,2014,0.0,2,0.0
210923,2015,0.0,2,0.0
210923,2016,0.0,1,0.0
210923,2017,0.0,1,0.0
210923,2018,0.0,2,0.0
210927,2012,0.0,4,0.0
210927,2013,1.0,4,0.25
210927,2014,0.0,4,0.0
210927,2015,0.0,3,0.0
210927,2016,0.0,6,0.0
210927,2017,0.0,7,0.0
210927,2018,0.0,9,0.0
210927,2019,0.0,7,0.0
210930,2012,0.0,1,0.0
210930,2013,0.0,7,0.0
210930,2015,0.0,3,0.0
210930,2016,0.0,2,0.0
210930,2017,0.0,3,0.0
210930,2018,0.0,2,0.0
210930,2019,0.0,1,0.0
210940,2012,0.0,4,0.0
210940,2013,0.0,2,0.0
210940,2014,0.0,4,0.0
210940,2015,0.0,2,0.0
210940,2016,0.0,7,0.0
210940,2017,0.0,2,0.0
210940,2018,0.0,3,0.0
210940,2019,0.0,1,0.0
210945,2012,0.0,7,0.0
210945,2013,0.0,7,0.0
210945,2014,0.0,8,0.0
210945,2015,0.0,8,0.0
210945,2016,0.0,7,0.0
210945,2017,0.0,5,0.0
210945,2018,0.0,5,0.0
210945,2019,0.0,5,0.0
210950,2012,0.0,8,0.0
210950,2013,0.0,3,0.0
210950,2014,0.0,3,0.0
210950,2015,0.0,3,0.0
210950,2016,0.0,6,0.0
210950,2017,0.0,4,0.0
210950,2018,0.0,3,0.0
210950,2019,0.0,2,0.0
210955,2012,0.0,4,0.0
210955,2013,0.0,3,0.0
210955,2015,0.0,2,0.0
210955,2016,0.0,3,0.0
210955,2018,0.0,3,0.0
210955,2019,0.0,1,0.0
210960,2012,0.0,6,0.0
210960,2013,0.0,8,0.0
210960,2014,0.0,6,0.0
210960,2015,0.0,7,0.0
210960,2016,0.0,9,0.0
210960,2017,0.0,7,0.0
210960,2018,0.0,13,0.0
210960,2019,0.0,6,0.0
210970,2012,0.0,1,0.0
210970,2013,0.0,2,0.0
210970,2014,0.0,1,0.0
210970,2015,0.0,1,0.0
210970,2016,0.0,1,0.0
210975,2014,0.0,1,0.0
210975,2016,0.0,1,0.0
210975,2018,0.0,1,0.0
210975,2019,0.0,1,0.0
210980,2012,0.0,11,0.0
210980,2013,0.0,10,0.0
210980,2014,0.0,4,0.0
210980,2015,0.0,7,0.0
210980,2016,0.0,5,0.0
210980,2017,0.0,3,0.0
210980,2018,0.0,6,0.0
210980,2019,0.0,8,0.0
210990,2012,1.0,30,0.03333333333333333
210990,2013,0.0,25,0.0
210990,2014,0.0,26,0.0
210990,2015,0.0,13,0.0
210990,2016,0.0,24,0.0
210990,2017,0.0,18,0.0
210990,2018,0.0,20,0.0
210990,2019,0.0,17,0.0
211000,2012,0.0,13,0.0
211000,2013,0.0,22,0.0
211000,2014,0.0,17,0.0
211000,2015,0.0,12,0.0
211000,2016,0.0,14,0.0
211000,2017,0.0,10,0.0
211000,2018,1.0,15,0.06666666666666667
211000,2019,0.0,18,0.0
211003,2012,0.0,5,0.0
211003,2013,0.0,1,0.0
211003,2014,0.0,5,0.0
211003,2015,0.0,6,0.0
211003,2016,0.0,4,0.0
211003,2017,0.0,9,0.0
211003,2018,0.0,5,0.0
211003,2019,0.0,5,0.0
211010,2012,0.0,5,0.0
211010,2013,0.0,4,0.0
211010,2014,0.0,4,0.0
211010,2015,0.0,5,0.0
211010,2016,0.0,10,0.0
211010,2017,0.0,11,0.0
211010,2018,0.0,3,0.0
211010,2019,0.0,8,0.0
211020,2012,0.0,8,0.0
211020,2013,0.0,7,0.0
211020,2014,0.0,6,0.0
211020,2015,0.0,9,0.0
211020,2016,0.0,9,0.0
211020,2017,0.0,10,0.0
211020,2018,0.0,13,0.0
211020,2019,0.0,9,0.0
211023,2012,0.0,1,0.0
211023,2013,0.0,3,0.0
211023,2015,0.0,1,0.0
211023,2016,0.0,1,0.0
211023,2017,0.0,1,0.0
211023,2018,0.0,1,0.0
211023,2019,0.0,4,0.0
211027,2013,0.0,2,0.0
211027,2014,0.0,2,0.0
211027,2015,0.0,2,0.0
211027,2016,0.0,1,0.0
211027,2018,0.0,3,0.0
211027,2019,0.0,2,0.0
211030,2012,0.0,2,0.0
211030,2013,0.0,2,0.0
211030,2014,0.0,1,0.0
211030,2015,0.0,2,0.0
211030,2016,0.0,2,0.0
211030,2017,0.0,1,0.0
211030,2018,0.0,2,0.0
211030,2019,0.0,3,0.0
211040,2012,0.0,4,0.0
211040,2013,0.0,4,0.0
211040,2014,0.0,3,0.0
211040,2015,0.0,9,0.0
211040,2016,0.0,5,0.0
211040,2017,0.0,6,0.0
211040,2018,0.0,8,0.0
211040,2019,0.0,6,0.0
211050,2012,0.0,3,0.0
211050,2013,0.0,12,0.0
211050,2014,0.0,8,0.0
211050,2015,0.0,9,0.0
211050,2016,0.0,6,0.0
211050,2017,0.0,11,0.0
211050,2018,0.0,5,0.0
211050,2019,0.0,8,0.0
211060,2012,0.0,9,0.0
211060,2013,0.0,6,0.0
211060,2014,0.0,4,0.0
211060,2015,0.0,6,0.0
211060,2016,0.0,6,0.0
211060,2017,0.0,1,0.0
211060,2018,0.0,3,0.0
211060,2019,0.0,4,0.0
211065,2012,0.0,1,0.0
211065,2013,0.0,1,0.0
211065,2014,0.0,2,0.0
211065,2015,0.0,1,0.0
211065,2017,0.0,3,0.0
211065,2018,0.0,2,0.0
211065,2019,0.0,1,0.0
211070,2012,0.0,5,0.0
211070,2013,0.0,7,0.0
211070,2014,0.0,13,0.0
211070,2015,0.0,5,0.0
211070,2017,0.0,6,0.0
211070,2018,0.0,5,0.0
211070,2019,0.0,3,0.0
211080,2014,0.0,1,0.0
211080,2017,0.0,3,0.0
211085,2012,0.0,3,0.0
211085,2014,0.0,4,0.0
211085,2015,0.0,1,0.0
211085,2016,0.0,1,0.0
211085,2017,0.0,2,0.0
211085,2018,0.0,1,0.0
211090,2015,0.0,3,0.0
211090,2016,0.0,2,0.0
211090,2017,0.0,1,0.0
211090,2018,0.0,2,0.0
211090,2019,0.0,2,0.0
211100,2012,0.0,1,0.0
211100,2013,0.0,6,0.0
211100,2014,0.0,3,0.0
211100,2015,0.0,1,0.0
211100,2016,0.0,5,0.0
211100,2017,0.0,6,0.0
211100,2018,0.0,4,0.0
211100,2019,0.0,6,0.0
211102,2012,0.0,2,0.0
211102,2013,0.0,5,0.0
